nomogram_id,voltage_kv,element_type,total_congestion_cost_index,hours_binding,days_binding,avg_shadow_price,max_shadow_price,primary_cause,cause_is_base_case,months_active,solar_hour_fraction,readable_name,utility,tpp_area,reconductoring_applicable,reconductoring_reason,match_quality,renewable_driven,renewable_type
7510-MAG-PAS2-OOS_NG,,branch,-133.84694,15,3,-8.92,0.0,Base Case,True,2,1.0,7510-MAG-PAS2-OOS_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
OMS_17906124_TL50005_NG,,branch,-147.53049,3,1,-49.18,0.0,Base Case,True,1,0.333,OMS_17906124_TL50005_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7720_JHINDS_CP2_NG,,branch,-202.03618999999998,6,1,-33.67,0.0,Base Case,True,1,0.0,7720_JHINDS_CP2_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7690-COOLWATER_KRAMER_IM_NG_RT,,branch,-206.30200000000005,68,19,-3.03,0.0,Base Case,True,2,0.279,7690-COOLWATER_KRAMER_IM_NG_RT,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
OMS_18937243_Devers230Bus_NG,,branch,-221.39686,9,1,-24.6,0.0,Base Case,True,1,0.778,OMS_18937243_Devers230Bus_NG,SCE,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7760_DEV_RDB_ALIS,,branch,-235.95881999999997,30,15,-7.87,0.0,Base Case,True,4,0.733,7760_DEV_RDB_ALIS,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
OMS IV-ML OUTAGE_NG,,branch,-261.03901,5,2,-52.21,0.0,Base Case,True,2,0.2,OMS IV-ML OUTAGE_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7820_OMS19206789,,branch,-269.51601,8,2,-33.69,0.0,Base Case,True,1,0.0,7820_OMS19206789,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
6410_CP10_NG,,branch,-283.35649,31,6,-9.14,0.0,Base Case,True,2,0.839,6410_CP10_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
8610_SylmarBNK_N-S_Import_NG,,branch,-343.42208000000005,39,14,-8.81,0.0,Base Case,True,3,0.513,8610_SylmarBNK_N-S_Import_NG,SCE,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
OMS_17906125_TL50005_NG,,branch,-442.58752000000004,8,1,-55.32,0.0,Base Case,True,1,0.75,OMS_17906125_TL50005_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7820_TL 230S_TL50001OUT_NG,,branch,-477.38183,39,8,-12.24,0.0,Base Case,True,4,0.718,7820_TL 230S_TL50001OUT_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7820_TL649A_OVERLOAD_NG,,branch,-481.45522,62,19,-7.77,0.0,Base Case,True,5,0.113,7820_TL649A_OVERLOAD_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7690_CP5_NG,,branch,-572.6011000000001,30,7,-19.09,0.0,Base Case,True,1,0.367,7690_CP5_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
6410_CP5_NG,,branch,-701.25917,80,7,-8.77,0.0,Base Case,True,1,0.188,6410_CP5_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
HUMBOLDT_EXP_NG,,branch,-713.5478300000001,78,11,-9.15,0.0,Base Case,True,5,0.41,HUMBOLDT_EXP_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
OMS_18671853_Devers230Bus_NG,,branch,-753.9831300000002,45,3,-16.76,0.0,Base Case,True,1,0.511,OMS_18671853_Devers230Bus_NG,SCE,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
VC_TL_681B_import_NG,,branch,-850.4485200000006,235,91,-3.62,0.0,Base Case,True,11,0.898,VC_TL_681B_import_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7690-COOLWATER_IM_NG,,branch,-1279.5585399999993,528,121,-2.42,0.0,Base Case,True,6,0.928,7690-COOLWATER_IM_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7690-COOLWATER_KRAMER_IM_NG,,branch,-1445.1053899999995,367,86,-3.94,0.0,Base Case,True,5,0.643,7690-COOLWATER_KRAMER_IM_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7450_BLCKWL_LHILLS_70_1,70.0,branch,-1611.4032300000006,110,50,-14.65,0.0,Base Case,True,4,0.864,7450_BLCKWL_LHILLS_70_1,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7320_CP6_NG,,branch,-1872.0646799999997,87,36,-21.52,0.0,Base Case,True,7,0.264,7320_CP6_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
TL687_BREGGO_NAROWS,,branch,-2115.248030000002,270,70,-7.83,0.0,Base Case,True,9,0.9,TL687_BREGGO_NAROWS,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
Lugo AA bank outage  Area EXP,,branch,-2639.4066000000003,169,10,-15.62,0.0,Base Case,True,1,0.467,Lugo AA bank outage  Area EXP,SCE,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
7820_TL 50002_IV-NG-OUT_TDM,,branch,-2860.203129999999,103,7,-27.77,0.0,Base Case,True,3,0.485,7820_TL 50002_IV-NG-OUT_TDM,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
OMS 17207024_50001_OOS_NG,,branch,-3047.7543300000007,41,4,-74.34,0.0,Base Case,True,1,0.439,OMS 17207024_50001_OOS_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
OMS 50004 IV-ML OUTAGE_NG,,branch,-3508.0266700000006,45,5,-77.96,0.0,Base Case,True,3,0.622,OMS 50004 IV-ML OUTAGE_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7440_MetcalfImport_Tes-Metcalf,,branch,-3583.2172199999995,82,10,-43.7,0.0,Base Case,True,1,0.671,7440_MetcalfImport_Tes-Metcalf,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7410_CP24_NG,,branch,-3789.3935400000028,507,122,-7.47,0.0,Base Case,True,8,0.769,7410_CP24_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7450_CUYAMS_TAFT_70_1,70.0,branch,-4072.286420000001,360,72,-11.31,0.0,Base Case,True,4,0.831,7450_CUYAMS_TAFT_70_1,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7820_PK_EC_OVERLOAD_NG,,branch,-5211.822599999999,84,14,-62.05,0.0,Base Case,True,2,0.512,7820_PK_EC_OVERLOAD_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
7690-INYOKN_VOLTAGE_EX_NG,,branch,-6532.828429999999,67,3,-97.5,0.0,Base Case,True,1,0.358,7690-INYOKN_VOLTAGE_EX_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
OMS IV-SX OUTAGE_NG,,branch,-7483.86688,119,12,-62.89,0.0,Base Case,True,8,0.622,OMS IV-SX OUTAGE_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
MIGUEL_BKs_MXFLW_NG,,branch,-8588.205139999998,147,15,-58.42,0.0,Base Case,True,9,0.687,MIGUEL_BKs_MXFLW_NG,SDG&E,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7430_MEN_SNJQJ_HELM_70,70.0,branch,-9680.75389,681,94,-14.22,0.0,Base Case,True,4,0.736,7430_MEN_SNJQJ_HELM_70,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7820_TL 230S_OVERLOAD_NG,,branch,-13023.44395,699,136,-18.63,0.0,Base Case,True,11,0.379,7820_TL 230S_OVERLOAD_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
CONTRL-PSPS_EXP_NG,,branch,-15537.12547,33,2,-470.82,0.0,Base Case,True,1,0.364,CONTRL-PSPS_EXP_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
HUMBOLDT_IMP_NG,,branch,-18439.481280000004,2234,293,-8.25,0.0,Base Case,True,12,0.332,HUMBOLDT_IMP_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7430_CP6_NG,,branch,-19325.55948,519,125,-37.24,0.0,Base Case,True,9,0.112,7430_CP6_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7820_TL23040_IV_SPS_NG,,branch,-22579.54186,544,137,-41.51,0.0,Base Case,True,12,0.298,7820_TL23040_IV_SPS_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
OMS_19661180-CONTRL_EXP_NG,,branch,-24090.501930000002,56,3,-430.19,0.0,Base Case,True,1,0.411,OMS_19661180-CONTRL_EXP_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
7430_KTTLM_GATES_70_1,70.0,branch,-79440.82965000001,946,112,-83.98,0.0,Base Case,True,4,0.871,7430_KTTLM_GATES_70_1,PG&E,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7690-CONTRL-INYOKN_EXP_NG,,branch,-292623.0549299997,4760,223,-61.48,0.0,Base Case,True,8,0.324,7690-CONTRL-INYOKN_EXP_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
